ID,CC,NL,WMC,CBOI,NOI,AD,CD,CLOC,PUA,NA,NG,NLG,NS,TNM,bug
L143411,0.0,0,0,1,0,0.0,0.0,0,1,7,0,0,0,0,0
L143448,0.6935060000000001,5,16,2,17,0.25,0.0361446,3,3,9,0,0,0,26,0
L143504,0.96,3,11,1,5,0.0,0.0,0,3,5,0,0,0,8,0
L143478,0.0,1,9,1,9,0.0,0.0,0,6,2,0,0,3,8,0
L143497,0.0,0,3,2,0,0.0,0.0,0,4,3,0,0,0,6,0
L143540,0.0,0,3,2,2,0.25,0.136364,3,3,4,0,0,0,10,0
L143557,0.0,0,3,1,0,0.0,0.0,0,4,1,0,0,2,6,0
L143592,0.5840609999999999,2,32,3,39,0.07142860000000001,0.030120499999999998,5,13,10,6,4,0,30,0
L143598,0.0,0,1,0,0,0.0,0.0,0,2,0,0,0,0,1,0
L143663,0.0,0,0,1,0,0.0,0.0,0,1,7,0,0,0,0,0
L143605,0.556604,2,8,2,2,0.0,0.0,0,6,2,3,3,0,5,0
L143694,0.688144,5,16,2,17,0.25,0.035714300000000004,3,3,9,0,0,0,26,0
L143743,0.96,3,11,1,5,0.0,0.0,0,3,5,0,0,0,8,0
L143724,0.0,1,9,1,9,0.0,0.0,0,6,2,0,0,3,8,0
L143736,0.0,0,3,2,0,0.0,0.0,0,4,3,0,0,0,6,0
L143785,0.0,2,9,2,8,0.25,0.0638298,3,3,8,0,0,0,12,0
L143825,0.0,1,9,1,6,0.0,0.0,0,6,2,0,0,3,8,0
L143794,0.0,3,17,7,18,0.0,0.0722892,6,10,4,2,2,0,36,0
L143922,0.0,1,7,1,2,0.0,0.125,5,6,2,0,0,0,5,0
L143867,0.0,2,10,2,1,0.0,0.0,0,7,2,0,0,0,11,0
L143947,0.0,1,6,1,0,0.0,0.0,0,5,4,0,0,0,5,0
L143817,0.0,4,18,2,6,0.0,0.061538499999999996,4,3,10,2,0,0,15,0
L143544,0.220232,2,31,7,41,0.07142860000000001,0.035503,6,13,10,6,4,0,32,0
L144016,0.0,0,1,0,0,0.0,0.0,0,2,0,0,0,0,1,0
L144076,0.0,0,0,1,0,0.0,0.0,0,1,7,0,0,0,0,0
L143566,0.0,2,9,6,6,0.0,0.0,0,8,2,3,3,0,7,0
L144106,0.0,4,11,2,14,0.25,0.0447761,3,3,10,0,0,0,13,0
L144138,0.0,4,20,1,4,0.0,0.0361446,3,5,6,0,0,3,9,0
L144173,0.0,4,13,3,15,0.25,0.0746269,5,3,9,0,0,0,13,0
L144203,0.0,1,7,1,6,0.0,0.0,0,5,3,0,0,3,8,0
L144230,0.31813400000000003,5,29,2,12,0.25,0.08,10,3,12,0,0,0,17,0
L144281,0.0,0,2,1,0,0.0,0.0,0,2,0,0,0,0,2,0
L144274,0.0,2,8,1,9,0.0,0.0227273,1,4,5,0,0,2,6,0
L144243,0.0,1,6,3,6,0.0,0.0,0,4,6,0,0,0,5,0
L143490,0.0,0,2,5,0,0.0,0.07692310000000001,1,2,2,0,0,0,2,0
L144520,0.0,0,3,2,1,0.25,0.14285699999999998,3,3,3,0,0,0,10,0
L144558,0.0,0,3,1,0,0.0,0.0,0,4,1,0,0,2,6,0
L144634,0.0,0,4,5,5,0.0,0.0,0,3,3,4,1,0,14,0
L145499,0.956449,1,34,0,43,0.0625,0.061611400000000004,26,15,37,9,0,3,95,0
L145320,0.0,2,7,0,0,0.0,0.05,1,2,0,0,0,0,1,0
L145387,0.9756100000000001,2,4,0,0,0.0,0.0625,1,2,0,0,0,0,1,0
L145395,0.984615,2,5,0,0,0.0,0.05,1,2,0,0,0,0,1,0
L145402,0.9756100000000001,2,4,0,0,0.0,0.0625,1,2,0,0,0,0,1,0
L145327,0.9756100000000001,2,4,0,0,0.0,0.0625,1,2,0,0,0,0,1,0
L145335,0.0,2,5,0,0,0.0,0.05,1,2,0,0,0,0,1,0
L145342,0.9756100000000001,2,4,0,0,0.0,0.0625,1,2,0,0,0,0,1,0
L145350,0.984615,2,5,0,0,0.0,0.05,1,2,0,0,0,0,1,0
L145357,0.9756100000000001,2,4,0,0,0.0,0.0625,1,2,0,0,0,0,1,0
L145365,0.0,2,5,0,0,0.0,0.05,1,2,0,0,0,0,1,0
L145372,0.9756100000000001,2,4,0,0,0.0,0.0625,1,2,0,0,0,0,1,0
L145380,0.984615,2,5,0,0,0.0,0.05,1,2,0,0,0,0,1,0
L140759,0.17284000000000002,2,22,5,8,0.75,0.270492,33,3,14,0,0,0,17,0
L140913,0.0,13,37,1,24,0.0,0.01,1,6,3,0,0,0,12,0
L144633,0.658326,4,35,4,38,0.0,0.0169492,3,13,9,4,2,0,34,0
L144642,0.0,0,1,0,0,0.0,0.0,0,2,0,0,0,0,1,0
L144652,0.0,1,13,5,1,0.0,0.0,0,11,6,8,8,0,10,0
L144736,0.0,0,0,1,0,0.0,0.0,0,1,10,0,0,0,0,0
L144787,0.686012,3,9,2,7,0.0,0.050847500000000004,3,4,8,0,0,0,28,0
L144824,0.779412,1,3,2,2,0.0,0.0,0,3,6,0,0,0,9,0
L144850,0.88,1,3,1,0,0.0,0.0,0,2,3,0,0,0,4,0
L144815,0.0,1,8,1,7,0.0,0.0,0,6,2,0,0,3,8,0
L144831,0.8632479999999999,1,5,1,4,0.0,0.0,0,3,7,0,0,0,7,0
L144884,0.658326,4,35,4,40,0.0,0.0169492,3,13,9,4,2,0,34,0
L144889,0.0,0,1,0,0,0.0,0.0,0,2,0,0,0,0,1,0
L144968,0.0,0,0,1,0,0.0,0.0,0,1,10,0,0,0,0,0
L144897,0.0,1,13,5,1,0.0,0.0,0,11,6,8,8,0,10,0
L145001,0.687034,3,9,2,7,0.0,0.0666667,4,4,8,0,0,0,28,0
L145035,0.791045,1,3,2,2,0.0,0.0,0,3,5,0,0,0,9,0
L145059,0.88,1,3,1,0,0.0,0.0,0,2,3,0,0,0,4,0
L145026,0.0,1,8,1,8,0.0,0.0,0,6,2,0,0,3,8,0
L145042,0.8632479999999999,1,5,1,4,0.0,0.0,0,3,6,0,0,0,7,0
L145085,0.297854,4,35,4,43,0.0,0.0169492,3,13,9,4,2,0,35,0
L145090,0.0,0,1,0,0,0.0,0.0,0,2,0,0,0,0,1,0
L145180,0.0,0,0,1,0,0.0,0.0,0,1,10,0,0,0,0,0
L145098,0.0,1,12,5,4,0.0,0.0,0,12,6,8,8,0,11,0
L145212,0.134752,3,9,2,7,0.0,0.051724099999999995,3,4,8,0,0,0,44,0
L145246,0.278481,1,3,2,6,0.0,0.0,0,3,9,2,0,0,17,0
L145273,0.88,1,3,1,0,0.0,0.0,0,2,3,0,0,0,4,0
L145237,0.0,1,8,1,9,0.0,0.0,0,6,2,0,0,3,8,0
L145251,0.0,1,5,1,7,0.0,0.0,0,3,10,2,0,0,15,0
L145929,0.0,6,43,2,58,0.2,0.0493827,8,4,1,0,0,0,5,1
L145914,0.0,0,2,5,2,0.333333,0.272727,3,2,1,3,0,0,16,0
L35125,0.0,1,9,8,8,0.125,0.0681818,3,7,4,2,0,0,14,0
L35062,0.0,0,13,18,9,0.07142860000000001,0.0666667,4,13,5,2,0,0,18,0
L124613,0.0,1,12,19,0,0.0,0.037037,2,11,8,0,0,0,10,1
L145964,0.0,2,5,1,5,0.5,0.130435,3,1,0,0,0,0,1,0
L34937,0.0,0,11,14,11,0.08333330000000001,0.0588235,3,11,3,2,0,0,16,0
L131665,0.0,0,6,6,8,0.14285699999999998,0.09375,3,6,3,2,0,0,13,0
L145888,0.0,2,7,2,13,0.166667,0.117647,4,5,0,0,0,0,5,0
L145892,0.0,1,2,1,4,0.5,0.25,3,1,0,0,0,0,1,0
L112822,0.0,0,3,6,0,0.25,0.214286,3,3,1,0,0,0,5,0
L146138,0.0,0,2,3,0,0.0,0.0,0,3,1,0,0,0,2,0
L145959,0.0,2,10,2,20,0.14285699999999998,0.122449,6,6,0,0,0,0,6,0
L146158,0.0,1,2,1,5,0.5,0.52381,11,1,0,0,0,0,1,0
L145944,0.0,6,16,2,11,0.166667,0.08474580000000001,5,5,0,0,0,0,6,1
L112832,0.0,0,3,6,0,0.25,0.153846,2,3,1,0,0,0,7,0
L146230,0.0,0,4,3,0,0.0,0.0,0,5,3,0,0,0,4,0
L145940,0.448454,2,9,2,15,0.14285699999999998,0.05,2,6,0,0,0,0,6,0
L146258,0.0,10,22,1,7,0.5,0.184615,12,1,0,0,0,0,1,0
L112827,0.0,0,3,6,0,0.25,0.214286,3,3,1,0,0,0,7,0
L146319,0.0,0,4,3,0,0.0,0.0,0,5,3,0,0,0,4,0
L145936,0.367089,3,11,2,18,0.14285699999999998,0.0576923,3,6,0,0,0,0,6,0
L146347,0.330144,10,11,1,12,0.5,0.28571399999999997,14,1,0,0,0,0,1,0
L29463,0.0,3,33,25,9,0.055555600000000004,0.018018,2,17,5,0,0,0,18,0
L146431,0.464912,8,19,1,12,0.5,0.2,12,1,0,0,0,0,1,0
L145955,0.0,1,9,2,16,0.14285699999999998,0.0487805,2,6,0,0,0,0,6,0
L145951,0.0,1,7,2,9,0.166667,0.153846,6,5,0,0,0,0,5,1
L146466,0.0,1,2,1,4,0.5,0.25,3,1,0,0,0,0,1,0
L154221,0.043647399999999996,0,10,0,85,0.0909091,0.013440899999999999,5,10,37,9,0,3,87,0
L154245,0.305383,1,24,0,69,0.0,0.0223368,13,15,37,9,0,3,91,0
L154282,0.0,0,2,1,43,0.5,0.0731707,3,1,37,9,0,3,110,0
L154291,0.0,0,2,1,1,0.0,0.0,0,3,10,1,1,2,6,0
L154301,0.0,0,2,2,0,0.0,0.0,0,3,2,2,2,0,11,0
L154311,0.0,0,4,0,0,0.0,0.0,0,4,0,0,0,0,4,0
L154287,0.0,0,3,1,1,0.0,0.0,0,4,0,0,0,0,14,0
L154331,0.0,4,16,0,32,0.0,0.0294118,3,3,37,9,0,3,79,0
L154343,0.714286,1,8,0,43,0.25,0.0654206,14,3,37,9,0,3,80,0
L154351,0.614487,1,4,0,49,0.333333,0.10416700000000001,20,2,37,9,0,3,79,0
L154366,0.42443400000000003,1,17,0,80,0.28571399999999997,0.093578,51,5,37,9,0,3,83,0
L154392,0.050938300000000006,2,28,0,78,0.125,0.15883699999999998,71,7,40,9,0,3,90,0
L154439,0.10286700000000001,0,9,0,65,0.0,0.0174216,5,9,37,9,0,3,86,0
L147265,0.0,2,4,1,3,0.333333,0.14285699999999998,3,2,0,0,0,0,2,1
L147274,0.0,0,3,1,1,0.0,0.0,0,4,0,0,0,0,14,0
L147284,0.0,0,5,0,32,0.25,0.0526316,3,3,37,9,0,3,82,0
L146513,0.0,0,8,1,2,0.0,0.0,0,7,0,0,0,0,10,1
L146536,0.0,3,6,1,3,0.0,0.0,0,3,0,0,0,0,3,1
L146547,0.0,5,34,1,33,0.25,0.10569100000000001,13,3,3,0,0,0,3,1
L146581,0.0,0,0,1,0,0.0,0.0,0,1,4,0,0,0,0,0
L146599,0.0,0,0,2,0,0.0,0.0,0,1,3,0,0,0,0,0
L32244,0.24756,3,59,7,15,0.85,0.289562,86,3,15,0,0,0,39,1
L34021,0.0,0,20,4,0,0.52381,0.33557,50,10,19,0,0,0,20,0
L32410,0.0,3,15,20,8,0.5,0.202703,15,5,2,2,2,0,10,0
L146965,0.0,1,4,2,6,0.333333,0.136364,3,2,2,4,0,0,25,0
L124862,0.0,5,25,6,35,0.14285699999999998,0.0337079,3,6,4,1,1,0,14,1
L147026,0.0,2,5,5,14,0.0,0.08,2,1,1,0,0,0,2,1
L147035,0.0,0,0,3,0,0.0,0.0,0,1,2,0,0,0,0,0
L146561,0.0,0,1,6,0,0.5,0.15,3,1,6,0,0,0,5,0
L146839,0.0,0,4,5,0,0.0,0.0,0,4,3,0,0,0,4,0
L146861,0.0,27,109,1,50,0.5,0.0728745,18,1,4,0,0,0,1,1
L147303,0.362679,3,129,0,156,0.028169,0.0532119,111,69,38,9,0,3,151,0
L146929,0.736842,2,4,2,4,0.333333,0.157895,3,2,1,0,0,0,2,0
L146979,0.0,5,36,1,27,0.333333,0.0895522,12,2,1,0,0,0,4,1
L147053,0.0,0,1,0,0,0.0,0.0,0,2,0,0,0,0,1,0
L146982,0.075575,5,37,1,35,0.0,0.10119,17,3,1,0,0,0,10,1
L147096,0.0,0,1,0,1,0.0,0.0,0,2,0,0,0,0,1,0
L147071,0.0,0,1,1,0,0.0,0.0,0,1,2,0,0,0,1,0
L147076,0.0,0,1,2,0,0.0,0.0,0,1,2,0,0,0,1,0
L112806,0.0,0,2,12,0,0.333333,0.25,3,2,1,0,0,0,42,1
L124963,0.0,0,40,9,0,0.0,0.00699301,1,41,20,0,0,0,40,1
L147190,0.0,3,18,3,8,1.0,0.262295,16,0,0,0,0,0,5,0
L147202,0.0,0,1,0,1,0.0,0.0,0,2,0,0,0,0,1,0
L146613,0.0,0,2,2,1,0.5,0.235294,4,1,1,0,0,0,2,0
L146631,0.0,1,4,1,9,0.5,0.13333299999999998,4,1,2,1,1,0,3,1
L146622,0.0,1,4,1,9,0.5,0.14285699999999998,4,1,3,1,1,0,4,1
L154467,0.6739390000000001,1,2,0,41,0.5,0.057971,4,1,38,9,0,3,78,0
L112663,0.0,5,37,16,24,0.153846,0.137931,20,11,7,0,0,0,12,1
L25883,0.0,4,123,5,44,0.0594059,0.054989800000000005,27,95,49,0,0,1,103,1
L147491,0.0,2,14,2,3,0.11111099999999999,0.0298507,2,8,6,0,0,2,9,1
L35188,0.323308,1,10,6,11,0.11111099999999999,0.0652174,3,8,3,2,0,0,15,0
L124678,0.107635,12,148,18,80,0.09259260000000001,0.0292096,17,49,17,14,14,0,55,1
L147968,0.0,0,0,1,0,0.0,0.0,0,1,13,0,0,0,0,0
L124668,0.0,1,17,6,7,0.07692310000000001,0.0441176,3,12,2,3,3,0,13,0
L35606,0.0,5,35,7,26,0.05,0.034722199999999995,5,19,6,4,4,0,26,0
L148101,0.0,0,1,0,0,0.0,0.0,0,1,0,0,0,0,1,0
L148134,0.0,0,0,1,0,0.0,0.0,0,1,3,0,0,0,0,0
L148017,0.0,0,5,4,0,0.0,0.0,0,6,3,0,0,0,5,0
L34212,0.595016,1,20,12,14,0.0909091,0.032967,3,10,7,0,0,0,11,0
L28412,0.0,0,101,170,2,0.0686275,0.16296300000000002,22,95,1,0,0,1,102,1
L25892,0.12035,1,24,24,30,0.043478300000000004,0.121429,17,22,11,2,0,0,29,0
L148334,0.0,2,14,2,3,0.2,0.131579,10,4,13,0,0,0,16,0
L148363,0.0,0,3,0,0,0.0,0.0,0,4,2,0,0,0,3,0
L130757,0.0,2,24,3,5,0.0526316,0.06,6,18,7,1,1,3,19,0
L148452,0.0,1,13,1,2,0.25,0.116667,7,6,6,2,2,0,8,0
L130786,0.0,2,25,2,14,0.0666667,0.043478300000000004,5,14,6,0,0,2,17,0
L148541,0.0,1,11,4,5,0.875,0.505495,46,1,4,0,0,2,19,0
L148341,0.0,4,52,6,10,0.5,0.122172,27,4,9,8,8,2,22,0
L130779,0.0,2,29,7,4,0.153846,0.353261,65,11,14,5,5,4,26,0
L148336,0.0,1,9,3,3,0.0,0.0192308,1,7,7,0,0,0,15,0
L148779,0.0,0,9,0,0,0.1,0.025641000000000004,1,9,0,1,1,0,9,0
L96470,0.0,0,9,20,12,0.1,0.0566038,3,9,5,0,0,3,9,0
L40479,0.0,2,33,14,9,0.11111099999999999,0.0816327,12,24,5,0,0,4,27,1
L148356,0.0,1,9,6,0,0.0,0.0,0,4,5,0,0,0,3,0
L154476,0.37859,4,37,0,47,0.333333,0.0362694,7,4,37,9,0,3,82,0
L154504,0.0,1,2,0,20,0.5,0.07692310000000001,2,1,37,9,0,3,78,0
L154511,0.0,1,6,0,36,0.0,0.016393400000000002,1,5,37,9,0,3,81,0
L148924,0.0,2,2,1,7,0.5,0.166667,3,1,0,0,0,0,1,0
L148931,0.96,2,3,1,5,0.5,0.1875,3,1,0,0,0,0,1,0
L148938,0.0,3,4,1,6,0.5,0.482759,14,1,0,0,0,0,1,0
L148945,0.0,1,2,1,4,0.5,0.25,3,1,0,0,0,0,1,0
L149136,0.163354,2,36,0,53,0.0,0.017064799999999998,5,9,37,9,0,3,87,0
L148951,0.0,1,2,1,3,0.5,0.25,3,1,0,0,0,0,1,0
L148957,0.0,1,1,1,7,0.5,0.2,3,1,0,0,0,0,1,0
L148963,0.0,0,1,1,3,0.5,0.333333,3,1,0,0,0,0,1,1
L148969,0.0,5,11,3,31,0.2,0.0561798,5,4,4,0,0,0,4,1
L28437,0.0,0,1,5,1,0.5,0.375,3,1,1,3,0,0,15,0
L34971,0.0,0,6,8,8,0.14285699999999998,0.09375,3,6,3,2,0,0,13,0
L32552,0.355556,1,30,39,17,0.04,0.037313400000000004,5,24,10,2,0,0,29,0
L131608,0.0,0,6,4,8,0.14285699999999998,0.09375,3,6,3,2,0,0,13,0
L149182,0.290109,4,108,0,212,0.0169492,0.0323313,57,58,37,9,0,3,138,0
L148991,0.96,2,3,1,5,0.5,0.1875,3,1,0,0,0,0,1,0
L149019,0.0,1,2,1,6,0.5,0.153846,2,1,0,0,0,0,1,0
L149347,0.0,11,30,4,25,0.0,0.00763359,1,6,2,0,0,0,47,0
L149470,0.0,0,4,1,1,0.0,0.0,0,1,2,0,0,1,4,0
L149409,0.0,0,9,1,2,0.0,0.0,0,10,7,1,0,5,14,0
L149357,0.0,0,2,0,0,0.0,0.0,0,3,5,0,0,0,2,0
L149365,0.0,0,2,0,0,0.0,0.0,0,3,5,0,0,0,2,0
L149372,0.0,0,2,0,0,0.0,0.0,0,3,5,0,0,0,2,0
L149379,0.0,0,2,0,0,0.0,0.0,0,3,5,0,0,0,2,0
L149386,0.0,0,2,0,0,0.0,0.0,0,3,5,0,0,0,2,0
L149477,0.0,0,6,1,1,0.0,0.0,0,1,2,0,0,1,4,0
L149412,0.0,1,5,2,0,0.0,0.0,0,3,1,1,1,0,7,0
L149521,0.0,0,1,0,0,0.0,0.0,0,2,0,0,0,0,5,0
L149523,0.0,1,7,0,0,0.0,0.0,0,5,2,0,0,0,4,0
L149648,0.0,7,34,0,79,0.14285699999999998,0.046296300000000006,20,6,37,9,0,3,86,0
L34101,0.21052600000000002,1,7,3,3,0.0,0.0,0,7,3,0,0,0,16,0
L149541,0.428571,1,8,2,4,0.8,0.26,13,1,7,0,0,3,7,0
L34098,0.0,0,3,3,2,0.0,0.0,0,3,2,0,0,0,3,0
L149590,0.0,4,12,1,10,0.5,0.08333330000000001,4,1,0,0,0,0,2,0
L148975,0.0,2,6,1,7,0.2,0.0740741,2,4,3,0,0,0,11,0
L29754,0.0,0,5,13,0,0.166667,0.08,2,5,3,1,1,1,5,0
L112920,0.0,1,3,5,9,0.333333,0.28571399999999997,6,2,1,0,0,0,12,0
L149695,0.0,0,0,3,0,0.0,0.0,0,1,2,0,0,0,0,0
L149702,0.0,1,12,2,0,0.0,0.050847500000000004,3,6,11,0,0,2,8,0
L149712,0.0,0,1,1,0,0.0,0.0,0,2,0,0,0,0,1,0
L149707,0.0,1,4,1,2,0.0,0.0,0,3,2,1,1,0,2,0
L149770,0.0,4,11,0,33,0.0,0.0327869,2,2,37,9,0,3,79,0
L149787,0.0,2,6,0,36,0.0,0.0238095,1,2,37,9,0,3,78,0
L154522,0.0,0,3,0,37,0.25,0.0294118,3,3,39,9,0,3,80,0
L154538,0.604526,3,36,0,54,0.14285699999999998,0.019672099999999998,6,6,37,9,0,3,83,0
L154555,0.696897,1,13,0,47,0.0,0.037594,5,9,37,9,0,3,85,0
L150243,0.268293,1,15,7,6,0.8888889999999999,0.336735,33,1,8,0,0,2,8,0
L150287,0.17216099999999998,1,18,2,9,0.916667,0.333333,41,1,11,0,0,2,11,0
L150345,0.23720100000000002,12,33,1,32,0.333333,0.0384615,4,2,0,0,0,0,2,1
L32651,0.0,1,4,2,3,0.5,0.275862,8,2,2,0,0,0,3,0
L150371,0.185771,1,17,3,6,0.909091,0.350427,41,1,9,0,0,3,10,0
L150423,0.0,11,31,1,26,0.333333,0.043478300000000004,4,2,0,0,0,0,2,0
L150533,0.4814270000000001,3,99,0,100,0.0526316,0.0316045,39,18,37,9,0,3,95,0
L32213,0.0,0,2,8,0,1.0,0.714286,10,0,1,0,0,0,3,0
L150439,0.0,0,4,7,3,1.0,0.631579,24,0,0,0,0,0,4,0
L150462,0.0,0,1,0,0,0.0,0.0,0,2,2,0,0,0,1,0
L150467,0.0,0,1,0,0,0.0,0.0,0,2,2,0,0,0,1,0
L124870,0.130639,13,59,2,32,0.333333,0.0659898,13,2,7,0,0,0,6,1
L149011,0.0,1,2,1,4,0.5,0.25,3,1,0,0,0,0,1,0
L154570,0.0,0,2,0,18,0.0,0.0,0,3,37,9,0,3,79,0
L154582,0.0,3,16,0,52,0.25,0.04,4,3,37,9,0,3,82,0
L153559,0.24197800000000005,2,64,0,110,0.027777800000000002,0.039125400000000005,34,35,41,10,1,3,125,0
L153565,0.0,0,5,1,0,0.0,0.0,0,6,5,0,0,0,5,0
L153695,0.3768510000000001,1,11,5,2,0.0,0.011236,1,6,1,0,0,0,13,0
L153706,0.0,0,1,0,2,0.0,0.0,0,2,0,0,0,0,1,0
L153713,0.0,0,1,0,2,0.0,0.0,0,2,0,0,0,0,1,0
L153719,1.0,0,1,0,2,0.0,0.0,0,2,0,0,0,0,1,0
L153725,1.0,0,1,0,2,0.0,0.0,0,2,0,0,0,0,1,0
L153731,0.0,0,1,0,2,0.0,0.0,0,2,0,0,0,0,1,0
L153699,0.0,1,3,1,0,0.0,0.0526316,1,2,4,0,0,0,2,0
L153743,0.0,0,3,1,7,0.5,0.20689699999999997,6,2,0,1,1,0,22,0
L153764,0.0,0,1,0,3,0.0,0.0,0,2,0,0,0,0,1,0
L153746,0.0,0,1,2,1,0.0,0.0,0,2,9,8,0,7,17,0
L153774,0.0,0,3,1,1,0.25,0.1875,3,3,0,0,0,0,14,0
L153781,0.0,0,2,0,29,0.5,0.0731707,3,1,37,9,0,3,79,0
L151516,0.0,0,20,6,0,0.0,0.0,0,21,10,0,0,0,20,0
L34255,0.0,4,30,29,17,0.14285699999999998,0.05,6,12,5,1,1,0,65,0
L152725,0.0,1,2,0,0,0.0,0.0,0,2,0,0,0,0,1,0
L152719,0.0,0,0,4,0,0.0,0.0,0,1,1,0,0,0,0,0
L36046,0.0,3,25,27,14,0.357143,0.14876,18,9,5,3,3,0,51,0
L151035,0.0,3,34,25,16,0.357143,0.13245,20,9,5,4,4,0,32,0
L152884,0.0,0,0,1,0,0.0,0.0,0,1,4,0,0,0,0,0
L151036,0.0,1,18,25,10,0.333333,0.160494,13,8,4,3,3,1,14,0
L152956,0.0,0,0,1,0,0.0,0.0,0,1,3,0,0,0,0,0
L34090,0.14285699999999998,1,11,9,7,0.666667,0.413333,31,3,4,1,1,1,16,1
L34085,0.231111,1,14,13,5,0.625,0.29787199999999997,28,3,8,0,0,0,8,1
L149922,0.597938,1,4,2,6,0.333333,0.125,3,2,2,4,0,0,25,0
L153187,0.0,9,17,3,18,0.25,0.042857099999999995,3,3,1,0,0,0,3,0
L36002,0.0,3,10,3,10,0.14285699999999998,0.0612245,3,6,4,0,0,0,13,0
L36079,0.22489299999999998,2,37,1,91,0.11111099999999999,0.056558400000000016,47,16,37,9,0,3,97,0
L151492,0.0,10,57,18,44,0.0,0.015,3,14,2,2,2,0,18,1
L153284,0.0,0,0,1,0,0.0,0.214286,3,1,9,0,0,0,0,0
L151487,0.0,0,4,10,0,0.0,0.0,0,4,3,0,0,0,4,0
L151022,0.0,1,5,13,0,0.0,0.07142860000000001,1,4,0,1,1,0,4,0
L153102,0.736842,2,4,2,4,0.333333,0.157895,3,2,1,0,0,0,2,0
L36067,0.0,0,2,16,0,0.333333,0.181818,2,2,1,0,0,0,18,0
L151188,0.0,1,18,19,1,0.0,0.0,0,17,8,8,8,7,16,0
L98037,0.461789,2,9,6,4,0.0,0.053191499999999996,5,6,15,1,1,0,24,1
L150667,0.6825939999999999,2,3,1,2,0.0,0.148148,4,3,1,0,0,0,6,0
L150682,0.585859,1,9,1,4,0.0,0.254902,13,5,2,1,1,0,4,0
L150772,0.47079,3,14,0,14,0.0,0.0175439,1,4,0,2,2,0,4,1
L150751,0.558333,0,2,6,0,0.0,0.0,0,3,11,0,0,0,2,0
L150688,0.0,0,5,2,2,0.0,0.0384615,1,6,4,1,1,0,5,0
L151340,0.504024,1,8,5,4,0.333333,0.30630599999999997,34,4,17,1,1,0,22,0
L151381,0.772201,2,3,1,2,0.0,0.148148,4,3,1,0,0,0,6,0
L151387,0.707317,1,9,1,4,0.0,0.276596,13,5,2,1,1,0,4,0
L151438,0.4963770000000001,3,14,0,13,0.0,0.0178571,1,4,0,2,2,0,4,0
L151390,0.0,0,5,2,2,0.0,0.0384615,1,6,4,1,1,0,5,0
L115073,0.024839,4,11,6,7,0.333333,0.19403,13,4,7,0,0,0,36,0
L150870,0.122727,2,4,1,3,0.0,0.10526300000000001,4,4,2,0,0,0,7,0
L150899,0.385714,0,4,0,1,0.0,0.0,0,5,0,1,1,0,4,0
L150877,0.0,2,12,1,4,0.0,0.12307699999999999,8,7,2,0,0,0,6,0
L150630,0.0,2,9,10,0,0.0,0.0,0,6,1,1,1,0,6,0
L150939,0.0,0,3,4,2,0.0,0.0,0,4,1,1,1,0,3,0
L150894,0.0,1,9,2,0,0.0,0.0,0,6,2,0,0,0,5,0
L150745,0.0,0,4,8,0,0.0,0.0,0,4,0,2,2,0,4,0
L98033,0.0,0,2,1,3,0.333333,0.214286,3,2,3,0,0,0,4,0
L151450,0.14043599999999998,3,16,0,24,0.0,0.00540541,1,7,31,4,0,1,48,0
L151465,0.0,1,6,0,0,0.0,0.0,0,6,2,1,1,0,5,0
L151475,0.0,0,5,0,0,0.0,0.0,0,6,0,1,1,0,5,0
L151495,0.0,1,2,0,0,0.0,0.0,0,2,3,0,0,0,4,0
L151506,0.0,0,1,0,2,0.0,0.0,0,2,0,0,0,0,1,0
L17691,0.579646,3,23,14,13,0.0909091,0.03125,3,10,3,3,3,0,10,0
L151016,0.0,0,0,1,0,0.0,0.0,0,1,4,0,0,0,0,0
L151098,0.0,12,21,1,21,0.333333,0.0588235,3,2,2,0,0,0,2,0
L151020,0.0,5,14,2,17,0.0,0.0344828,2,3,1,1,1,0,5,0
L151029,0.0,0,1,1,1,0.0,0.0,0,2,0,0,0,0,1,0
L151053,0.0,0,4,5,3,0.25,0.157895,3,3,6,4,1,0,67,0
L151062,0.0,0,3,4,3,0.0,0.0,0,2,5,4,0,0,47,0
L151070,0.0,1,14,4,13,0.0,0.0,0,11,5,8,5,3,26,0
L151173,0.0,0,2,1,1,0.5,0.25,3,1,8,0,0,0,9,0
L150778,0.0,0,15,7,1,0.0625,0.0526316,3,15,15,11,3,13,31,0
L151223,0.0,1,17,1,6,0.08333330000000001,0.043478300000000004,3,11,13,3,3,5,19,0
L98110,0.0,2,13,7,2,0.166667,0.14285699999999998,11,5,10,0,0,0,12,0
L151318,0.0,1,6,0,0,0.0,0.0,0,6,2,1,1,0,5,0
L150714,0.0,0,0,4,0,0.0,0.0,0,1,3,0,0,0,0,0
L151592,0.0,0,7,6,1,0.125,0.0588235,1,7,0,0,0,0,7,0
L151629,0.0,3,17,1,2,0.0,0.0,0,5,3,0,0,0,6,1
L151654,0.0,0,1,0,0,0.0,0.0,0,1,0,0,0,0,1,1
L151644,0.0,3,12,6,1,0.166667,0.043478300000000004,2,5,3,0,0,0,5,1
L151714,0.06926410000000001,1,22,5,4,0.44444399999999995,0.0877193,10,5,15,1,1,0,31,1
L151807,0.0,0,1,0,1,0.0,0.0,0,2,3,0,0,0,4,0
L151817,0.0,1,3,0,4,0.0,0.0,0,2,3,0,0,0,4,0
L151611,0.372093,2,12,14,0,0.0,0.0,0,5,6,0,0,0,4,1
